fetch_date,today_date,site_updated,kind,model_id,model,dai,box_d2,box_d1,box_d0,hit_d2,hit_d1,hit_d0,prob_d2,prob_d1,prob_d0
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3537,PﾊﾞﾝﾄﾞﾘL1AU1,0306,-1.4,-0.1,0.0,1,0,0,1/181,1/5,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3090,PﾌｨｰﾊﾞｰからくりｻｰｶｽY,0323,-0.6,0.1,0.0,0,3,0,1/57,1/37,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3722,Pﾌｨｰﾊﾞｰ彼女、お借りしますLR,0281,0.0,-0.2,0.0,1,0,0,1/32,1/43,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3526,Pﾌｨｰﾊﾞｰ戦姫絶唱ｼﾝﾌｫｷﾞｱ4Z,0133,0.4,0.0,0.0,1,0,0,1/3,,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3526,Pﾌｨｰﾊﾞｰ戦姫絶唱ｼﾝﾌｫｷﾞｱ4Z,0134,0.0,-0.3,0.0,0,0,0,,1/25,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3526,Pﾌｨｰﾊﾞｰ戦姫絶唱ｼﾝﾌｫｷﾞｱ4Z,0135,-2.8,-0.2,-0.1,2,0,0,1/195,1/17,1/15
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3526,Pﾌｨｰﾊﾞｰ戦姫絶唱ｼﾝﾌｫｷﾞｱ4Z,0136,1.5,0.0,0.0,11,0,0,1/70,,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3597,Pﾌｨｰﾊﾞｰ機動戦士ｶﾞﾝﾀﾞﾑﾕﾆｺｰﾝ2 Y,0254,0.0,-0.5,0.0,0,1,0,,1/67,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,2872,Pﾌｨｰﾊﾞｰ炎炎ﾉ消防隊G,0275,-0.9,-1.4,0.0,3,2,0,1/367,1/283,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,2872,Pﾌｨｰﾊﾞｰ炎炎ﾉ消防隊G,0276,0.0,-3.2,-2.5,0,0,0,,1/289,1/244
2026-09-10,2026-09-10,9/10 11:01,パチンコ,2872,Pﾌｨｰﾊﾞｰ炎炎ﾉ消防隊G,0277,-0.7,-0.8,0.0,0,0,0,1/76,1/63,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3261,Pﾌｨｰﾊﾞｰ炎炎ﾉ消防隊YR,0076,-0.1,0.2,0.0,0,4,0,1/9,1/39,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,2967,PﾌｨｰﾊﾞｰｸｨｰﾝⅡV,0295,-1.4,0.0,0.0,1,0,0,1/184,,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3514,Pﾌﾞﾗｯｸﾗｸﾞｰﾝ4GCPA,0334,-0.2,0.0,0.0,1,0,0,1/27,,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,2949,Pﾌﾞﾗｯｸﾗｸﾞｰﾝ4GFPJ,0349,-1.5,-0.5,0.0,0,1,0,1/134,1/80,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3152,Pﾎﾟﾁｯと一発おだてﾌﾞﾀ2V1,0340,-2.7,-1.3,-0.1,44,3,3,1/26,1/47,1/22
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3703,PﾒｲﾄﾞｲﾝｱﾋﾞｽSL,0335,-0.3,1.2,0.0,0,8,0,1/31,1/50,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3427,Pﾘﾝｸﾞ 呪いの7日間3 Light JVZ,0085,-2.0,-0.7,0.0,1,0,0,1/219,1/64,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3360,Pﾘﾝｸﾞ 呪いの7日間3 LT搭載 JSG,0142,1.7,0.0,0.0,7,0,0,1/155,,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3360,Pﾘﾝｸﾞ 呪いの7日間3 LT搭載 JSG,0143,-0.4,0.0,0.0,0,0,0,1/45,,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3360,Pﾘﾝｸﾞ 呪いの7日間3 LT搭載 JSG,0144,0.7,-0.6,0.0,2,3,0,1/5,1/224,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3375,Pﾙﾊﾟﾝ三世137YR2,0080,0.0,0.0,0.0,0,0,0,,,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3679,Pﾙﾊﾟﾝ三世14L0YU1,0314,-0.4,0.0,-0.2,0,0,0,1/45,,1/16
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3816,①e/吉宗極乗3000ver/L06,0055,-5.8,-4.4,0.0,9,4,0,1/150,1/145,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3816,①e/吉宗極乗3000ver/L06,0056,-0.6,-10.9,0.0,1,3,0,1/94,1/418,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3800,①e/押忍番長漢の頂/L09,0054,3.3,19.7,-0.7,17,44,0,1/61,1/172,1/57
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3739,①e牙狼神速神撃3000LT-RB,0059,-0.6,-9.8,-0.1,1,3,1,1/84,1/337,1/39
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3739,①e牙狼神速神撃3000LT-RB,0060,3.2,10.2,0.0,11,11,0,1/144,1/35,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3818,①e甲鉄城のｶﾊﾞﾈﾘ2GFEA,0058,-0.8,-2.9,-0.7,5,3,0,1/131,1/614,1/74
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3817,①e花の慶次~黄金の一撃H4,0053,-3.3,4.5,-0.1,1,14,0,1/333,1/384,1/7
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3754,①eｺﾞｼﾞﾗ対ｴｳﾞｧﾝｹﾞﾘｵﾝ2bA,0057,0.1,-0.6,0.0,16,0,0,1/63,1/60,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,2641,①PAぱちんこ仮面ﾗｲﾀﾞｰ轟音MA1,0001,-0.7,0.4,-1.8,27,22,0,1/118,1/47,1/547
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3139,①PAぱちんこ冬のｿﾅﾀForeverMA1,0034,-3.6,2.8,-0.1,25,31,0,1/101,1/84,1/17
2026-09-10,2026-09-10,9/10 11:01,パチンコ,2554,①PA大海物語4ｽﾍﾟｼｬﾙRBA,0009,-2.8,-0.5,0.0,17,13,0,1/212,1/63,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3137,①PA大海物語4ｽﾍﾟｼｬﾙRBA,0023,-0.3,1.1,-0.2,24,37,4,1/90,1/85,1/73
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3137,①PA大海物語4ｽﾍﾟｼｬﾙRBA,0027,0.8,-2.1,0.0,11,7,0,1/60,1/166,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3614,①PA大海物語5ARBC,0026,1.0,1.9,0.1,26,33,1,1/92,1/143,1/15
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3614,①PA大海物語5ARBC,0049,-1.5,1.5,0.0,4,21,0,1/72,1/41,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3652,①PA海物語3R2ｽﾍﾟｼｬﾙMBA,0010,0.3,-2.2,0.0,54,5,0,1/86,1/312,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3652,①PA海物語3R2ｽﾍﾟｼｬﾙMBA,0024,-2.2,1.2,-0.4,7,15,1,1/193,1/101,1/66
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3549,①PA激ﾃﾞｼﾞ牙狼月虹ﾉ旅人-RL,0042,-2.4,-3.9,-0.6,4,8,0,1/169,1/100,1/53
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3347,①PA真･暴れん坊将軍99Ver.FWZ,0033,-4.2,-1.8,0.0,8,2,0,1/135,1/145,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3431,①PA真･花の慶次2N2-X1,0006,0.8,2.0,0.0,26,21,0,1/122,1/71,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3431,①PA真･花の慶次2N2-X1,0008,-2.9,0.6,-0.1,33,9,1,1/87,1/115,1/36
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3226,①PAｽｰﾊﾟｰ海物語INｼﾞｬﾊﾟﾝ2RA,0021,1.7,0.0,0.0,9,0,0,1/31,,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3756,①PAﾌｨｰﾊﾞｰﾀﾞﾝﾍﾞﾙ何ｷﾛ持てる?Y,0018,-2.7,-0.9,-0.8,30,27,1,1/105,1/75,1/100
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3662,①PGO!GO!ﾏﾘﾝ3000HCD,0048,13.5,-2.1,0.0,24,6,0,1/107,1/161,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3628,①Pうまい棒4500から10500V1,0046,-0.2,-2.1,0.0,0,0,0,1/1,1/16,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3449,①Pぱちんこ水戸黄門4KC1,0044,-1.7,-0.4,0.0,0,0,0,1/200,1/36,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3758,①PわんﾆｬﾝｱﾄﾞﾍﾞﾝﾁｬｰHCB,0043,-5.7,2.9,-0.2,2,22,0,1/344,1/189,1/27
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3544,①P元祖ｷﾞﾝｷﾞﾗﾊﾟﾗﾀﾞｲｽHCB,0013,4.1,-2.3,0.0,17,0,0,1/126,1/256,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3620,①P天才ﾊﾞｶﾎﾞﾝ7~福神ｽﾍﾟｯｸ~LTH-JH,0047,5.5,-2.0,0.7,31,12,4,1/84,1/107,1/90
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3678,①P宇宙戦艦ﾔﾏﾄ2202-3MF,0041,-2.8,0.5,-0.2,0,18,0,1/301,1/124,1/26
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3406,①P宇宙戦艦ﾔﾏﾄ2202bH,0037,-2.9,-4.5,-2.7,30,24,1,1/95,1/113,1/324
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3574,①P新･遠山の金さん 77Ver.JWZ,0020,-0.2,0.0,-0.5,25,24,2,1/70,1/63,1/38
2026-09-10,2026-09-10,9/10 11:01,パチンコ,2988,①P海物語E,0014,5.5,-1.0,0.0,9,0,0,1/58,1/126,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,2988,①P海物語E,0015,-0.7,0.0,0.0,0,3,0,1/80,1/205,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,2988,①P海物語E,0030,-0.7,4.5,-0.1,2,9,0,1/259,1/159,1/25
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3136,①P海物語E,0028,-1.1,-0.5,0.0,1,0,0,1/272,1/55,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3136,①P海物語E,0029,-1.2,-0.1,0.0,2,0,0,1/345,1/2,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3627,①P清流物語4HLC,0025,9.5,6.3,-1.1,9,14,0,1/69,1/110,1/127
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3129,①P激ﾃﾞｼﾞ真･牙狼RBY4,0039,-1.2,3.8,0.0,17,37,0,1/68,1/58,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3429,①P百花繚乱FM-JF,0017,-1.9,-2.2,-0.4,0,2,0,1/189,1/289,1/43
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3633,①P盾の勇者の成り上がりGFPC,0052,-3.8,-4.7,-0.2,1,0,0,1/517,1/490,1/25
2026-09-10,2026-09-10,9/10 11:01,パチンコ,2734,①P真･花の慶次2M3-VC,0038,-4.8,-1.9,0.0,3,0,0,1/120,1/176,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,2730,①P真･花の慶次3L12-K,0012,12.1,-6.7,-0.2,24,3,0,1/78,1/264,1/25
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3433,①P銀河鉄道99929YU1Y,0002,-0.6,-1.3,-0.3,1,16,0,1/97,1/122,1/21
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3466,①P魔王学院の不適合者FMY,0035,0.3,-0.2,0.0,2,0,0,1/62,1/15,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,2591,①Pｶﾞｰﾙｽﾞ&ﾊﾟﾝﾂｧｰ28YQ1Y,0050,-1.7,5.5,0.0,27,27,0,1/68,1/58,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3404,①Pｺﾞｼﾞﾗ対ｴｳﾞｧﾝｹﾞﾘｵﾝ G細胞覚醒YR,0022,-5.0,-6.2,0.0,20,37,0,1/108,1/111,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3624,①Pｽｰﾊﾟｰ海物語IN沖縄5YTC,0004,5.2,-0.1,-0.3,32,8,0,1/65,1/189,1/43
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3624,①Pｽｰﾊﾟｰ海物語IN沖縄5YTC,0036,-0.9,-1.9,0.0,0,0,0,1/103,1/212,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3676,①Pﾃﾞｼﾞﾊﾈｴｳﾚｶｾﾌﾞﾝﾊｲｴﾎﾞ2SSPB,0031,-1.3,0.7,0.0,14,24,0,1/160,1/64,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3700,①Pﾊﾞｷ319H1YZ2,0016,-2.4,-1.0,0.0,2,0,0,1/152,1/111,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,2790,①PﾌｨｰﾊﾞｰからくりｻｰｶｽV,0005,-4.4,-4.2,0.0,0,1,0,1/460,1/543,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3403,①Pﾌﾞﾗｯｸﾗｸﾞｰﾝ4GFPJ,0019,2.9,-0.3,-0.1,9,0,0,1/121,1/22,1/7
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3130,①PﾓﾓｷｭﾝｿｰﾄﾞGC250A,0040,-2.6,-0.6,-1.1,20,21,0,1/116,1/76,1/107
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3619,①Pﾗﾌﾞ嬢3H1YZ6,0045,-6.0,-5.1,-1.6,0,1,1,1/618,1/577,1/211
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3009,①Pﾘｱﾙ鬼ごっこ2V3A,0003,-1.7,-2.9,2.3,31,20,35,1/68,1/173,1/92
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3508,①Pﾘﾝｸﾞ 呪いの7日間3 JMA,0051,-1.9,-1.5,-0.2,0,4,0,1/205,1/253,1/25
2026-09-10,2026-09-10,9/10 11:01,パチンコ,2791,①Pﾘﾝｸﾞ呪いの7日間2 FWA,0011,-5.3,-1.6,1.6,6,8,6,1/117,1/236,1/66
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3757,①Pﾙﾊﾟﾝ三世137YR2,0032,0.6,7.0,0.0,21,37,0,1/50,1/109,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3634,①Pﾙﾊﾟﾝ三世14H1YZ4,0007,-3.8,-6.8,0.0,2,5,0,1/506,1/521,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3815,②e/押忍番長漢の頂/L09,0113,-2.7,1.8,-0.1,0,8,0,1/228,1/101,1/3
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3819,②eいせれべFSZ,0111,0.0,0.0,0.0,0,0,0,,,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3819,②eいせれべFSZ,0112,0.0,0.0,0.0,0,0,0,,,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3789,②e仮面ﾗｲﾀﾞｰBLACK-KRJ2,0114,-4.9,-0.7,0.0,2,0,0,1/331,1/89,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3740,②eﾌｨｰﾊﾞｰからくりｻｰｶｽ2R,0115,6.5,-1.0,0.0,7,1,0,1/80,1/121,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3773,②eﾌｨｰﾊﾞｰ戦姫絶唱ｼﾝﾌｫｷﾞｱ4F,0116,-0.7,-0.2,0.0,0,0,0,1/74,1/15,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3246,②P009 RE:CYBORG N3-K,0065,5.3,-1.0,-0.3,28,1,0,1/82,1/120,1/33
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3438,②PA緋弾のｱﾘｱ~緋弾覚醒編~FRA,0061,0.0,0.0,0.0,0,0,0,,,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3759,②PAﾌｨｰﾊﾞｰかぐや様は告らせたいYG,0071,-0.1,-1.7,0.0,7,0,0,1/96,1/168,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3491,②PGⅠ優駿倶楽部2HT,0110,0.2,-0.1,0.0,2,0,0,1/15,1/13,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3472,②Psin七つの大罪V3B,0062,-1.2,4.6,-0.3,4,11,0,1/125,1/30,1/40
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3630,②Pうまい棒4500から10500V1,0075,0.0,-2.0,-0.7,0,0,0,,1/17,1/6
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3638,②Pえとたま2MY,0105,0.0,0.0,0.0,0,0,0,,,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3581,②Pとある科学の超電磁砲2JMB,0109,0.0,0.0,0.0,0,0,0,,,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3560,②Pとある魔術の禁書目録2JMZ,0068,8.1,-1.7,0.0,11,0,0,1/24,1/202,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3622,②P俺の妹がこんなに可愛いわけが,0066,0.0,1.6,0.0,0,6,0,,1/38,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3621,②P愛の不時着MF,0072,0.0,-0.1,0.0,0,0,0,,1/15,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3475,②P牙狼11~冴島大河~XX-MU,0067,-0.4,-7.2,0.0,0,0,0,1/39,1/805,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3270,②P真･花の慶次3TL5-MX,0064,-0.6,-0.1,-0.2,0,0,0,1/64,1/19,1/24
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3579,②Pｴｳﾞｧﾝｹﾞﾘｵﾝ15未来への咆哮F,0074,-3.3,4.9,0.0,1,16,0,1/380,1/185,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3387,②Pｺﾞｼﾞﾗ対ｴｳﾞｧﾝｹﾞﾘｵﾝ G細胞覚醒YR,0107,-5.0,5.3,0.0,11,32,0,1/168,1/48,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3629,②Pｺﾞｼﾞﾗ対ｴｳﾞｧﾝｹﾞﾘｵﾝ2R,0108,-7.7,-1.5,0.0,1,0,0,1/928,1/171,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3710,②Pｺﾞﾌﾞﾘﾝｽﾚｲﾔｰ ﾗｯｷｰﾄﾘｶﾞｰVer,0069,-1.0,-1.0,0.0,0,0,0,1/104,1/115,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3473,②Pｻﾗﾘｰﾏﾝ金太郎 FVE,0063,0.0,-0.6,0.0,0,0,0,,1/53,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3584,②Pﾃﾞｼﾞﾊﾈ聖戦士ﾀﾞﾝﾊﾞｲﾝ2SSPB,0073,-1.5,2.1,0.0,8,25,0,1/79,1/78,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3631,②Pﾌｨｰﾊﾞｰかぐや様は告らせたいR,0106,0.0,-0.8,-0.3,0,0,0,,1/109,1/31
2026-09-10,2026-09-10,9/10 11:01,パチンコ,3615,②Pﾘﾝｸﾞ 呪いの7日間3 Light JVZ,0104,-3.9,2.4,0.0,4,16,0,1/262,1/62,
2026-09-10,2026-09-10,9/10 11:01,パチンコ,2579,②バジリスク2AB,0070,0.0,-2.3,0.0,10,8,0,1/98,1/75,
2026-09-10,2026-09-10,9/10 11:01,スロット,3379,L A-SLOT+このすば FX,0438,-0.4,0.0,0.0,0,0,0,1/221,,
2026-09-10,2026-09-10,9/10 11:01,スロット,3379,L A-SLOT+このすば FX,0439,0.3,-0.3,0.0,1,0,0,1/127,1/201,
2026-09-10,2026-09-10,9/10 11:01,スロット,3744,L 甲鉄城のｶﾊﾞﾈﾘ 海門決戦 XX,0591,-1.6,2.2,0.0,11,73,0,1/174,1/76,
2026-09-10,2026-09-10,9/10 11:01,スロット,3744,L 甲鉄城のｶﾊﾞﾈﾘ 海門決戦 XX,0592,-0.5,-1.1,0.0,36,51,0,1/95,1/91,
2026-09-10,2026-09-10,9/10 11:01,スロット,3744,L 甲鉄城のｶﾊﾞﾈﾘ 海門決戦 XX,0593,0.8,-1.8,0.0,5,40,0,1/31,1/107,
2026-09-10,2026-09-10,9/10 11:01,スロット,3744,L 甲鉄城のｶﾊﾞﾈﾘ 海門決戦 XX,0594,-0.1,-1.1,0.0,3,4,0,1/86,1/195,
2026-09-10,2026-09-10,9/10 11:01,スロット,3744,L 甲鉄城のｶﾊﾞﾈﾘ 海門決戦 XX,0595,0.4,0.5,0.0,9,41,0,1/80,1/86,
2026-09-10,2026-09-10,9/10 11:01,スロット,3744,L 甲鉄城のｶﾊﾞﾈﾘ 海門決戦 XX,0596,-1.9,-1.9,0.0,4,17,0,1/317,1/135,
2026-09-10,2026-09-10,9/10 11:01,スロット,3744,L 甲鉄城のｶﾊﾞﾈﾘ 海門決戦 XX,0597,-0.7,-1.8,0.0,2,16,0,1/243,1/162,
2026-09-10,2026-09-10,9/10 11:01,スロット,3744,L 甲鉄城のｶﾊﾞﾈﾘ 海門決戦 XX,0598,0.5,-0.6,-0.3,5,7,5,1/38,1/120,1/137
2026-09-10,2026-09-10,9/10 11:01,スロット,3283,L 防振り FN,0654,0.1,-1.5,0.0,1,1,0,1/217,1/875,
2026-09-10,2026-09-10,9/10 11:01,スロット,3283,L 防振り FN,0655,0.0,-1.9,0.0,0,3,0,1/6,1/488,
2026-09-10,2026-09-10,9/10 11:01,スロット,3283,L 防振り FN,0656,3.5,-0.7,0.0,15,1,0,1/96,1/607,
2026-09-10,2026-09-10,9/10 11:01,スロット,3828,L ｽﾏｽﾛ ﾘｺﾘｽ･ﾘｺｲﾙ KX,0637,2.7,0.7,1.6,101,92,17,1/93,1/94,1/64
2026-09-10,2026-09-10,9/10 11:01,スロット,3828,L ｽﾏｽﾛ ﾘｺﾘｽ･ﾘｺｲﾙ KX,0638,-4.1,-1.3,-1.5,58,73,6,1/113,1/107,1/191
2026-09-10,2026-09-10,9/10 11:01,スロット,3828,L ｽﾏｽﾛ ﾘｺﾘｽ･ﾘｺｲﾙ KX,0639,-1.6,-6.1,-0.5,83,62,6,1/108,1/136,1/119
2026-09-10,2026-09-10,9/10 11:01,スロット,3828,L ｽﾏｽﾛ ﾘｺﾘｽ･ﾘｺｲﾙ KX,0640,0.4,4.5,-0.6,93,118,4,1/93,1/81,1/160
2026-09-10,2026-09-10,9/10 11:01,スロット,3828,L ｽﾏｽﾛ ﾘｺﾘｽ･ﾘｺｲﾙ KX,0641,-3.9,1.7,0.0,69,86,8,1/107,1/98,1/92
2026-09-10,2026-09-10,9/10 11:01,スロット,3828,L ｽﾏｽﾛ ﾘｺﾘｽ･ﾘｺｲﾙ KX,0642,-4.4,1.9,1.9,73,98,20,1/109,1/94,1/74
2026-09-10,2026-09-10,9/10 11:01,スロット,3708,L ｽﾏｽﾛ化物語 KH,0537,-0.8,-0.4,0.0,7,3,0,1/164,1/154,
2026-09-10,2026-09-10,9/10 11:01,スロット,3708,L ｽﾏｽﾛ化物語 KH,0538,0.7,-0.8,0.0,7,1,0,1/61,1/518,
2026-09-10,2026-09-10,9/10 11:01,スロット,3724,L ｽﾏｽﾛ北斗の拳 転生の章2 MW,0413,-0.9,-0.7,0.0,1,39,0,1/542,1/99,
2026-09-10,2026-09-10,9/10 11:01,スロット,3724,L ｽﾏｽﾛ北斗の拳 転生の章2 MW,0414,-1.1,-0.3,0.0,23,0,0,1/111,1/131,
2026-09-10,2026-09-10,9/10 11:01,スロット,3724,L ｽﾏｽﾛ北斗の拳 転生の章2 MW,0415,-0.3,-3.3,0.0,0,14,0,1/137,1/206,
2026-09-10,2026-09-10,9/10 11:01,スロット,3724,L ｽﾏｽﾛ北斗の拳 転生の章2 MW,0416,-0.6,-0.5,0.0,0,4,0,1/319,1/155,
2026-09-10,2026-09-10,9/10 11:01,スロット,3724,L ｽﾏｽﾛ北斗の拳 転生の章2 MW,0417,0.7,-0.2,0.0,22,0,0,1/74,1/116,
2026-09-10,2026-09-10,9/10 11:01,スロット,3724,L ｽﾏｽﾛ北斗の拳 転生の章2 MW,0418,-0.1,1.5,0.0,0,30,0,1/45,1/72,
2026-09-10,2026-09-10,9/10 11:01,スロット,3724,L ｽﾏｽﾛ北斗の拳 転生の章2 MW,0419,-2.0,1.6,0.0,29,23,0,1/127,1/62,
2026-09-10,2026-09-10,9/10 11:01,スロット,3724,L ｽﾏｽﾛ北斗の拳 転生の章2 MW,0420,-0.1,-0.4,0.0,0,0,0,1/48,1/170,
2026-09-10,2026-09-10,9/10 11:01,スロット,3724,L ｽﾏｽﾛ北斗の拳 転生の章2 MW,0421,-3.3,-1.9,0.0,21,41,0,1/168,1/107,
2026-09-10,2026-09-10,9/10 11:01,スロット,3724,L ｽﾏｽﾛ北斗の拳 転生の章2 MW,0422,-0.9,-0.8,0.0,2,8,0,1/335,1/132,
2026-09-10,2026-09-10,9/10 11:01,スロット,3724,L ｽﾏｽﾛ北斗の拳 転生の章2 MW,0423,-3.1,-1.1,0.0,12,43,0,1/228,1/102,
2026-09-10,2026-09-10,9/10 11:01,スロット,3736,L ｽﾏｽﾛ攻殻機動隊 ZS,0555,0.0,2.4,1.0,6,15,5,1/133,1/154,1/94
2026-09-10,2026-09-10,9/10 11:01,スロット,3416,L ｽﾏｽﾛ頭文字D2nd YR,0687,-0.7,-0.6,0.0,2,1,0,1/225,1/317,
2026-09-10,2026-09-10,9/10 11:01,スロット,3416,L ｽﾏｽﾛ頭文字D2nd YR,0688,-0.6,0.3,0.0,1,43,0,1/295,1/100,
2026-09-10,2026-09-10,9/10 11:01,スロット,3542,L ｽﾏｽﾛｶｲｼﾞ 狂宴 FJ,0660,-0.8,-0.9,0.0,2,5,0,1/327,1/215,
2026-09-10,2026-09-10,9/10 11:01,スロット,3782,L ﾋﾞｯｸﾞﾄﾞﾘｰﾑ KR,0466,0.0,-2.0,0.0,0,3,0,,1/377,
2026-09-10,2026-09-10,9/10 11:01,スロット,3782,L ﾋﾞｯｸﾞﾄﾞﾘｰﾑ KR,0467,0.0,-2.1,0.0,27,3,0,1/74,1/403,
2026-09-10,2026-09-10,9/10 11:01,スロット,3782,L ﾋﾞｯｸﾞﾄﾞﾘｰﾑ KR,0468,0.0,-1.9,0.0,0,3,0,,1/391,
2026-09-10,2026-09-10,9/10 11:01,スロット,3533,L/SHAMANKING/SS,0679,0.8,-6.2,0.0,2,8,0,1/434,1/449,
2026-09-10,2026-09-10,9/10 11:01,スロット,3609,L/いざ番長/SB8,0545,3.4,1.4,0.0,24,10,0,1/73,1/42,
2026-09-10,2026-09-10,9/10 11:01,スロット,3609,L/いざ番長/SB8,0546,-0.2,-0.1,0.0,0,0,0,1/104,1/23,
2026-09-10,2026-09-10,9/10 11:01,スロット,3609,L/いざ番長/SB8,0547,-1.3,0.0,0.0,10,0,0,1/142,,
